"","Date","Provinsi","Total.Cases","Total.Deaths","Total.Recovered","Total.Active.Cases","Location.Level","Population","Population.Density","Longitude","Latitude"
"2856",2020-06-11,"Riau",122,8,117,-3,"Province",6074100,69.8,101.8051092,0.511647851
"2857",2020-06-11,"Sulawesi Barat",96,2,70,24,"Province",1559984,92.93,119.3450194,-2.461746053
"2858",2020-06-11,"Sulawesi Selatan",2491,95,839,1557,"Province",9426885,201.78,120.1620559,-3.731080714
"2859",2020-06-11,"Sulawesi Tengah",159,4,109,46,"Province",2955567,47.79,121.2010927,-1.00413668
"2860",2020-06-11,"Sulawesi Tenggara",272,5,184,83,"Province",2635461,69.23,122.070311,-4.124688793
"2861",2020-06-11,"Sulawesi Utara",579,58,103,418,"Province",2641884,190.17,124.5212396,1.259638212
"2862",2020-06-11,"Sumatera Barat",661,29,399,233,"Province",5519245,131.37,100.4650624,-0.850253225
"2863",2020-06-11,"Sumatera Selatan",1262,47,553,662,"Province",8217551,89.72,104.1694647,-3.216211808
"2864",2020-06-11,"Sumatera Utara",680,56,238,386,"Province",14874889,203.82,99.05196442,2.191894453
"2865",2020-06-12,"Aceh",22,2,18,2,"Province",5247257,90.54,96.91052174,4.225614628
"2866",2020-06-12,"Bali",695,6,448,241,"Province",4216171,729.43,115.1317136,-8.369471688
"2867",2020-06-12,"Banten",1154,75,450,629,"Province",10722374,1109.64,106.1090043,-6.456736388
"2868",2020-06-12,"Bengkulu",95,5,76,14,"Province",1999539,100.38,102.3384213,-3.533583627
"2869",2020-06-12,"DKI Jakarta",8554,533,3674,4347,"Province",10846145,16334.31,106.8361183,-6.204698991
"2870",2020-06-12,"Daerah Istimewa Yogyakarta",262,9,242,11,"Province",3631015,1158.9,110.4448783,-7.89450185
"2871",2020-06-12,"Gorontalo",181,7,87,87,"Province",1180651,104.88,122.3760581,0.687002604
"2873",2020-06-12,"Jambi",106,2,34,70,"Province",3493357,69.79,102.7236404,-1.69769766
"2874",2020-06-12,"Jawa Barat",2644,175,1763,706,"Province",45161325,1276.55,107.6037083,-6.920432083
"2875",2020-06-12,"Jawa Tengah",1875,109,888,878,"Province",36364072,1108.64,110.2011149,-7.259097177
"2876",2020-06-12,"Jawa Timur",7178,853,4350,1975,"Province",40479023,846.78,112.7329414,-7.723345579
"2877",2020-06-12,"Kalimantan Barat",267,4,146,117,"Province",5422814,36.81,111.1211776,-0.086474572
"2878",2020-06-12,"Kalimantan Selatan",1692,121,263,1308,"Province",4023049,103.84,115.4385783,-2.993594979
"2879",2020-06-12,"Kalimantan Tengah",565,29,232,304,"Province",2570289,16.74,113.4176536,-1.602484653
"2880",2020-06-12,"Kalimantan Timur",373,6,363,4,"Province",3552191,27.52,116.4684405,0.45385803
"2881",2020-06-12,"Kalimantan Utara",170,2,135,33,"Province",648407,8.59,116.2188791,2.891012621
"2882",2020-06-12,"Kepulauan Bangka Belitung",133,1,88,44,"Province",1379767,84.01,106.5499324,-2.447444127
"2883",2020-06-12,"Kepulauan Riau",237,16,141,80,"Province",1929400,235.24,108.261746,3.916346
"2884",2020-06-12,"Lampung",153,11,141,1,"Province",9095591,262.7,105.0214366,-4.916792975
"2885",2020-06-12,"Maluku",386,10,106,270,"Province",1847097,39.37,129.576792,-3.192572
"2886",2020-06-12,"Maluku Utara",284,22,63,199,"Province",1307803,40.89,127.5391072,0.212036949
"2887",2020-06-12,"Nusa Tenggara Barat",891,31,524,336,"Province",5270247,283.77,117.5086257,-8.606998866
"2888",2020-06-12,"Nusa Tenggara Timur",106,2,64,40,"Province",5411321,111.07,121.592271,-8.682205
"2889",2020-06-12,"Papua",1172,8,90,1074,"Province",4340348,13.6,138.69603,-4.66620953
"2890",2020-06-12,"Papua Barat",200,2,93,105,"Province",1140701,11.08,132.9762624,-2.045160182
"2891",2020-06-12,"Riau",122,8,118,-4,"Province",6074100,69.8,101.8051092,0.511647851
"2892",2020-06-12,"Sulawesi Barat",97,2,70,25,"Province",1559984,92.93,119.3450194,-2.461746053
"2893",2020-06-12,"Sulawesi Selatan",2552,107,912,1533,"Province",9426885,201.78,120.1620559,-3.731080714
"2894",2020-06-12,"Sulawesi Tengah",159,4,109,46,"Province",2955567,47.79,121.2010927,-1.00413668
"2895",2020-06-12,"Sulawesi Tenggara",277,5,186,86,"Province",2635461,69.23,122.070311,-4.124688793
"2896",2020-06-12,"Sulawesi Utara",635,58,103,474,"Province",2641884,190.17,124.5212396,1.259638212
"2897",2020-06-12,"Sumatera Barat",671,29,414,228,"Province",5519245,131.37,100.4650624,-0.850253225
"2898",2020-06-12,"Sumatera Selatan",1296,52,584,660,"Province",8217551,89.72,104.1694647,-3.216211808
"2899",2020-06-12,"Sumatera Utara",763,57,238,468,"Province",14874889,203.82,99.05196442,2.191894453
"2900",2020-06-13,"Aceh",22,2,19,1,"Province",5247257,90.54,96.91052174,4.225614628
"2901",2020-06-13,"Bali",723,7,462,254,"Province",4216171,729.43,115.1317136,-8.369471688
"2902",2020-06-13,"Banten",1228,78,451,699,"Province",10722374,1109.64,106.1090043,-6.456736388
"2903",2020-06-13,"Bengkulu",98,6,85,7,"Province",1999539,100.38,102.3384213,-3.533583627
"2904",2020-06-13,"DKI Jakarta",8675,541,3732,4402,"Province",10846145,16334.31,106.8361183,-6.204698991
"2905",2020-06-13,"Daerah Istimewa Yogyakarta",264,9,248,7,"Province",3631015,1158.9,110.4448783,-7.89450185
"2906",2020-06-13,"Gorontalo",185,8,87,90,"Province",1180651,104.88,122.3760581,0.687002604
"2908",2020-06-13,"Jambi",108,2,44,62,"Province",3493357,69.79,102.7236404,-1.69769766
"2909",2020-06-13,"Jawa Barat",2656,175,1799,682,"Province",45161325,1276.55,107.6037083,-6.920432083
"2910",2020-06-13,"Jawa Tengah",1946,109,914,923,"Province",36364072,1108.64,110.2011149,-7.259097177
"2911",2020-06-13,"Jawa Timur",7397,876,4443,2078,"Province",40479023,846.78,112.7329414,-7.723345579
"2912",2020-06-13,"Kalimantan Barat",267,4,150,113,"Province",5422814,36.81,111.1211776,-0.086474572
"2913",2020-06-13,"Kalimantan Selatan",1815,127,285,1403,"Province",4023049,103.84,115.4385783,-2.993594979
"2914",2020-06-13,"Kalimantan Tengah",586,30,233,323,"Province",2570289,16.74,113.4176536,-1.602484653
"2915",2020-06-13,"Kalimantan Timur",376,6,373,-3,"Province",3552191,27.52,116.4684405,0.45385803
"2916",2020-06-13,"Kalimantan Utara",170,2,137,31,"Province",648407,8.59,116.2188791,2.891012621
"2917",2020-06-13,"Kepulauan Bangka Belitung",137,1,97,39,"Province",1379767,84.01,106.5499324,-2.447444127
"2918",2020-06-13,"Kepulauan Riau",238,16,147,75,"Province",1929400,235.24,108.261746,3.916346
"2919",2020-06-13,"Lampung",165,12,144,9,"Province",9095591,262.7,105.0214366,-4.916792975
"2920",2020-06-13,"Maluku",399,10,107,282,"Province",1847097,39.37,129.576792,-3.192572
"2921",2020-06-13,"Maluku Utara",301,22,63,216,"Province",1307803,40.89,127.5391072,0.212036949
"2922",2020-06-13,"Nusa Tenggara Barat",904,33,545,326,"Province",5270247,283.77,117.5086257,-8.606998866
"2923",2020-06-13,"Nusa Tenggara Timur",106,2,64,40,"Province",5411321,111.07,121.592271,-8.682205
"2924",2020-06-13,"Papua",1214,8,90,1116,"Province",4340348,13.6,138.69603,-4.66620953
"2925",2020-06-13,"Papua Barat",205,3,93,109,"Province",1140701,11.08,132.9762624,-2.045160182
"2926",2020-06-13,"Riau",127,8,118,1,"Province",6074100,69.8,101.8051092,0.511647851
"2927",2020-06-13,"Sulawesi Barat",97,2,74,21,"Province",1559984,92.93,119.3450194,-2.461746053
"2928",2020-06-13,"Sulawesi Selatan",2678,107,948,1623,"Province",9426885,201.78,120.1620559,-3.731080714
"2929",2020-06-13,"Sulawesi Tengah",168,4,110,54,"Province",2955567,47.79,121.2010927,-1.00413668
"2930",2020-06-13,"Sulawesi Tenggara",279,5,196,78,"Province",2635461,69.23,122.070311,-4.124688793
"2931",2020-06-13,"Sulawesi Utara",651,64,104,483,"Province",2641884,190.17,124.5212396,1.259638212
"2932",2020-06-13,"Sumatera Barat",674,29,418,227,"Province",5519245,131.37,100.4650624,-0.850253225
"2933",2020-06-13,"Sumatera Selatan",1319,54,598,667,"Province",8217551,89.72,104.1694647,-3.216211808
"2934",2020-06-13,"Sumatera Utara",861,59,238,564,"Province",14874889,203.82,99.05196442,2.191894453
"2935",2020-06-14,"Aceh",27,2,19,6,"Province",5247257,90.54,96.91052174,4.225614628
"2936",2020-06-14,"Bali",741,7,474,260,"Province",4216171,729.43,115.1317136,-8.369471688
"2937",2020-06-14,"Banten",1237,78,473,686,"Province",10722374,1109.64,106.1090043,-6.456736388
"2938",2020-06-14,"Bengkulu",101,6,85,10,"Province",1999539,100.38,102.3384213,-3.533583627
"2939",2020-06-14,"DKI Jakarta",8793,550,3978,4265,"Province",10846145,16334.31,106.8361183,-6.204698991
"2940",2020-06-14,"Daerah Istimewa Yogyakarta",269,9,249,11,"Province",3631015,1158.9,110.4448783,-7.89450185
"2941",2020-06-14,"Gorontalo",185,8,95,82,"Province",1180651,104.88,122.3760581,0.687002604
"2943",2020-06-14,"Jambi",108,2,44,62,"Province",3493357,69.79,102.7236404,-1.69769766
"2944",2020-06-14,"Jawa Barat",2671,175,1838,658,"Province",45161325,1276.55,107.6037083,-6.920432083
"2945",2020-06-14,"Jawa Tengah",2059,110,939,1010,"Province",36364072,1108.64,110.2011149,-7.259097177
"2946",2020-06-14,"Jawa Timur",7591,898,4506,2187,"Province",40479023,846.78,112.7329414,-7.723345579
"2947",2020-06-14,"Kalimantan Barat",268,4,159,105,"Province",5422814,36.81,111.1211776,-0.086474572
"2948",2020-06-14,"Kalimantan Selatan",1885,133,314,1438,"Province",4023049,103.84,115.4385783,-2.993594979
"2949",2020-06-14,"Kalimantan Tengah",586,33,250,303,"Province",2570289,16.74,113.4176536,-1.602484653
"2950",2020-06-14,"Kalimantan Timur",378,6,385,-13,"Province",3552191,27.52,116.4684405,0.45385803
"2951",2020-06-14,"Kalimantan Utara",170,2,137,31,"Province",648407,8.59,116.2188791,2.891012621
"2952",2020-06-14,"Kepulauan Bangka Belitung",145,2,97,46,"Province",1379767,84.01,106.5499324,-2.447444127
"2953",2020-06-14,"Kepulauan Riau",238,16,160,62,"Province",1929400,235.24,108.261746,3.916346
"2954",2020-06-14,"Lampung",166,12,145,9,"Province",9095591,262.7,105.0214366,-4.916792975
"2955",2020-06-14,"Maluku",420,10,111,299,"Province",1847097,39.37,129.576792,-3.192572
"2956",2020-06-14,"Maluku Utara",309,22,71,216,"Province",1307803,40.89,127.5391072,0.212036949
"2957",2020-06-14,"Nusa Tenggara Barat",915,33,581,301,"Province",5270247,283.77,117.5086257,-8.606998866
"2958",2020-06-14,"Nusa Tenggara Timur",108,2,64,42,"Province",5411321,111.07,121.592271,-8.682205
"2959",2020-06-14,"Papua",1226,8,140,1078,"Province",4340348,13.6,138.69603,-4.66620953
"2960",2020-06-14,"Papua Barat",208,3,94,111,"Province",1140701,11.08,132.9762624,-2.045160182
"2961",2020-06-14,"Riau",127,8,118,1,"Province",6074100,69.8,101.8051092,0.511647851
"2962",2020-06-14,"Sulawesi Barat",98,2,75,21,"Province",1559984,92.93,119.3450194,-2.461746053
"2963",2020-06-14,"Sulawesi Selatan",2815,110,984,1721,"Province",9426885,201.78,120.1620559,-3.731080714
"2964",2020-06-14,"Sulawesi Tengah",170,4,128,38,"Province",2955567,47.79,121.2010927,-1.00413668
"2965",2020-06-14,"Sulawesi Tenggara",283,5,203,75,"Province",2635461,69.23,122.070311,-4.124688793
"2966",2020-06-14,"Sulawesi Utara",658,64,106,488,"Province",2641884,190.17,124.5212396,1.259638212
"2967",2020-06-14,"Sumatera Barat",681,30,430,221,"Province",5519245,131.37,100.4650624,-0.850253225
"2968",2020-06-14,"Sumatera Selatan",1388,54,659,675,"Province",8217551,89.72,104.1694647,-3.216211808
"2969",2020-06-14,"Sumatera Utara",869,59,245,565,"Province",14874889,203.82,99.05196442,2.191894453
"2970",2020-06-15,"Aceh",27,2,19,6,"Province",5247257,90.54,96.91052174,4.225614628
"2971",2020-06-15,"Bali",760,7,502,251,"Province",4216171,729.43,115.1317136,-8.369471688
"2972",2020-06-15,"Banten",1241,78,493,670,"Province",10722374,1109.64,106.1090043,-6.456736388
"2973",2020-06-15,"Bengkulu",101,6,89,6,"Province",1999539,100.38,102.3384213,-3.533583627
"2974",2020-06-15,"DKI Jakarta",8934,552,4089,4293,"Province",10846145,16334.31,106.8361183,-6.204698991
"2975",2020-06-15,"Daerah Istimewa Yogyakarta",272,9,251,12,"Province",3631015,1158.9,110.4448783,-7.89450185
"2976",2020-06-15,"Gorontalo",208,8,96,104,"Province",1180651,104.88,122.3760581,0.687002604
"2978",2020-06-15,"Jambi",108,2,44,62,"Province",3493357,69.79,102.7236404,-1.69769766
"2979",2020-06-15,"Jawa Barat",2695,176,1845,674,"Province",45161325,1276.55,107.6037083,-6.920432083
"2980",2020-06-15,"Jawa Tengah",2175,128,977,1070,"Province",36364072,1108.64,110.2011149,-7.259097177
"2981",2020-06-15,"Jawa Timur",7903,928,4601,2374,"Province",40479023,846.78,112.7329414,-7.723345579
"2982",2020-06-15,"Kalimantan Barat",268,4,166,98,"Province",5422814,36.81,111.1211776,-0.086474572
"2983",2020-06-15,"Kalimantan Selatan",1951,137,330,1484,"Province",4023049,103.84,115.4385783,-2.993594979
"2984",2020-06-15,"Kalimantan Tengah",631,37,252,342,"Province",2570289,16.74,113.4176536,-1.602484653
"2985",2020-06-15,"Kalimantan Timur",382,6,386,-10,"Province",3552191,27.52,116.4684405,0.45385803
"2986",2020-06-15,"Kalimantan Utara",170,2,137,31,"Province",648407,8.59,116.2188791,2.891012621
"2987",2020-06-15,"Kepulauan Bangka Belitung",145,2,97,46,"Province",1379767,84.01,106.5499324,-2.447444127
"2988",2020-06-15,"Kepulauan Riau",253,16,163,74,"Province",1929400,235.24,108.261746,3.916346
"2989",2020-06-15,"Lampung",166,12,145,9,"Province",9095591,262.7,105.0214366,-4.916792975
"2990",2020-06-15,"Maluku",452,11,111,330,"Province",1847097,39.37,129.576792,-3.192572
"2991",2020-06-15,"Maluku Utara",311,22,71,218,"Province",1307803,40.89,127.5391072,0.212036949
"2992",2020-06-15,"Nusa Tenggara Barat",937,35,612,290,"Province",5270247,283.77,117.5086257,-8.606998866
"2993",2020-06-15,"Nusa Tenggara Timur",108,2,64,42,"Province",5411321,111.07,121.592271,-8.682205
"2994",2020-06-15,"Papua",1226,8,203,1015,"Province",4340348,13.6,138.69603,-4.66620953
"2995",2020-06-15,"Papua Barat",209,3,94,112,"Province",1140701,11.08,132.9762624,-2.045160182
"2996",2020-06-15,"Riau",128,9,120,-1,"Province",6074100,69.8,101.8051092,0.511647851
"2997",2020-06-15,"Sulawesi Barat",98,2,75,21,"Province",1559984,92.93,119.3450194,-2.461746053
"2998",2020-06-15,"Sulawesi Selatan",2918,118,1126,1674,"Province",9426885,201.78,120.1620559,-3.731080714
"2999",2020-06-15,"Sulawesi Tengah",171,4,134,33,"Province",2955567,47.79,121.2010927,-1.00413668
"3000",2020-06-15,"Sulawesi Tenggara",286,5,205,76,"Province",2635461,69.23,122.070311,-4.124688793
"3001",2020-06-15,"Sulawesi Utara",675,64,113,498,"Province",2641884,190.17,124.5212396,1.259638212
"3002",2020-06-15,"Sumatera Barat",681,30,430,221,"Province",5519245,131.37,100.4650624,-0.850253225
"3003",2020-06-15,"Sumatera Selatan",1437,56,690,691,"Province",8217551,89.72,104.1694647,-3.216211808
"3004",2020-06-15,"Sumatera Utara",932,64,249,619,"Province",14874889,203.82,99.05196442,2.191894453
"3005",2020-06-16,"Aceh",27,2,20,5,"Province",5247257,90.54,96.91052174,4.225614628
"3006",2020-06-16,"Bali",782,7,510,265,"Province",4216171,729.43,115.1317136,-8.369471688
"3007",2020-06-16,"Banten",1278,78,519,681,"Province",10722374,1109.64,106.1090043,-6.456736388
"3008",2020-06-16,"Bengkulu",104,6,90,8,"Province",1999539,100.38,102.3384213,-3.533583627
"3009",2020-06-16,"DKI Jakarta",9030,552,4221,4257,"Province",10846145,16334.31,106.8361183,-6.204698991
"3010",2020-06-16,"Daerah Istimewa Yogyakarta",273,9,255,9,"Province",3631015,1158.9,110.4448783,-7.89450185
"3011",2020-06-16,"Gorontalo",214,8,98,108,"Province",1180651,104.88,122.3760581,0.687002604
"3013",2020-06-16,"Jambi",108,2,52,54,"Province",3493357,69.79,102.7236404,-1.69769766
"3014",2020-06-16,"Jawa Barat",2732,176,1857,699,"Province",45161325,1276.55,107.6037083,-6.920432083
"3015",2020-06-16,"Jawa Tengah",2231,128,997,1106,"Province",36364072,1108.64,110.2011149,-7.259097177
"3016",2020-06-16,"Jawa Timur",8108,950,4660,2498,"Province",40479023,846.78,112.7329414,-7.723345579
"3017",2020-06-16,"Kalimantan Barat",270,4,167,99,"Province",5422814,36.81,111.1211776,-0.086474572
"3018",2020-06-16,"Kalimantan Selatan",2120,143,336,1641,"Province",4023049,103.84,115.4385783,-2.993594979
"3019",2020-06-16,"Kalimantan Tengah",657,37,262,358,"Province",2570289,16.74,113.4176536,-1.602484653
"3020",2020-06-16,"Kalimantan Timur",392,6,399,-13,"Province",3552191,27.52,116.4684405,0.45385803
"3021",2020-06-16,"Kalimantan Utara",171,2,145,24,"Province",648407,8.59,116.2188791,2.891012621
"3022",2020-06-16,"Kepulauan Bangka Belitung",146,2,102,42,"Province",1379767,84.01,106.5499324,-2.447444127
"3023",2020-06-16,"Kepulauan Riau",253,16,165,72,"Province",1929400,235.24,108.261746,3.916346
"3024",2020-06-16,"Lampung",166,12,147,7,"Province",9095591,262.7,105.0214366,-4.916792975
"3025",2020-06-16,"Maluku",496,13,113,370,"Province",1847097,39.37,129.576792,-3.192572
"3026",2020-06-16,"Maluku Utara",314,22,71,221,"Province",1307803,40.89,127.5391072,0.212036949
"3027",2020-06-16,"Nusa Tenggara Barat",957,35,627,295,"Province",5270247,283.77,117.5086257,-8.606998866
"3028",2020-06-16,"Nusa Tenggara Timur",108,2,64,42,"Province",5411321,111.07,121.592271,-8.682205
"3029",2020-06-16,"Papua",1255,8,306,941,"Province",4340348,13.6,138.69603,-4.66620953
"3030",2020-06-16,"Papua Barat",212,3,101,108,"Province",1140701,11.08,132.9762624,-2.045160182
"3031",2020-06-16,"Riau",128,9,121,-2,"Province",6074100,69.8,101.8051092,0.511647851
"3032",2020-06-16,"Sulawesi Barat",98,2,75,21,"Province",1559984,92.93,119.3450194,-2.461746053
"3033",2020-06-16,"Sulawesi Selatan",3085,118,1169,1798,"Province",9426885,201.78,120.1620559,-3.731080714
"3034",2020-06-16,"Sulawesi Tengah",172,4,138,30,"Province",2955567,47.79,121.2010927,-1.00413668
"3035",2020-06-16,"Sulawesi Tenggara",291,5,209,77,"Province",2635461,69.23,122.070311,-4.124688793
"3036",2020-06-16,"Sulawesi Utara",701,70,120,511,"Province",2641884,190.17,124.5212396,1.259638212
"3037",2020-06-16,"Sumatera Barat",687,30,466,191,"Province",5519245,131.37,100.4650624,-0.850253225
"3038",2020-06-16,"Sumatera Selatan",1487,60,711,716,"Province",8217551,89.72,104.1694647,-3.216211808
"3039",2020-06-16,"Sumatera Utara",957,66,255,636,"Province",14874889,203.82,99.05196442,2.191894453
"3040",2020-06-17,"Aceh",37,3,20,14,"Province",5247257,90.54,96.91052174,4.225614628
"3041",2020-06-17,"Bali",829,7,542,280,"Province",4216171,729.43,115.1317136,-8.369471688
"3042",2020-06-17,"Banten",1309,78,542,689,"Province",10722374,1109.64,106.1090043,-6.456736388
